Phrase,labels
Did you use the ‚ÄúTan‚Äù or ‚ÄúDark‚Äù filter?,not_hate_speech
The 100 people that disliked this are just salty that we are stealing your dates.,not_hate_speech
Watching this kid trying to step up and walk with that crutches is the best thing in the world. So idiot,hate_speech
Look at these gay ass niggas. lol. Acting like they some bitches.,hate_speech
Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.,hate_speech
"Apple is trying to be that one company that the whole world basically depends on in the future. (You know, those future movies where one company does everything.)",not_hate_speech
well it's clear now why europeans can't differ niggers and shitskins from human,hate_speech
The Whites Have dislike the documentary because they are mad at  the truth. #WhiteDevils,hate_speech
Damn that made me laugh!,not_hate_speech
That's a terrible photo to use.,not_hate_speech
how about you get real with your fake fucking selves and tell the truth that the normal minded society are the ones being discriminated against you pieces of pig shit i cant stand fake fucking cowards who lie constantly and too much of a bitch to be honest,not_hate_speech
Wow. For some reason I clicked on this. I couldn' make it through 30 seconds.,not_hate_speech
The older Hispanic woman shouldn't have been on this episode. Her view on everything was so shallow and 'ass-kissy'. The story about her brother in law being killed by an illegal alien Im truly sorry for their lost and I hate to sound insensitive but ANYBODY could've killed him. INCLUDING A LEGAL CITIZEN OF THE UNITED STATES THEYRE ARE TWISTED PEOPLE EVERYWHERE don't pull the illegal alien card on violence bc that's an everyday part of life in the US with or WITHOUT people coming here illegally,hate_speech
Don't live where you’re not wanted. Deport Jews and Muslims,hate_speech
When she said ' You complete me' I lost my shit.,not_hate_speech
"Black people are the most racist people I ever met. I√¢¬Ä¬ôm not even white, and I know this. Most blacks are racists!",hate_speech
I want to draw you something but I do not know where to send it. Do you have an instagram? ^^,not_hate_speech
Disabled kids are annoying and not cute.,hate_speech
It should be humanity first before any country,not_hate_speech
"Asians aren't human beings, they're animals!    .",hate_speech
Iconic woman she's done so much for the UN,not_hate_speech
"Women are our property. The sooner they realize that, the better.",hate_speech
These were the days!,not_hate_speech
All these women have such obvious respect and admiration for each other,not_hate_speech
"She's a really courageous woman! She is one of the most impressive women I've ever listened to. I appreciate  her film, and I certainly wish her continued success and happiness. She is definitely a cut above both as a filmmaker, and most especially, as a person! She is an incrediblely remarkable woman!",not_hate_speech
This documentary is on point. This helped me through class ty boy,not_hate_speech
"You really think that European People will like you if you humiliate Muslims? I think that's a big mistake because you're an Indian. I mean, they don' like you either so don' try to look cute. By the way, your accent sucks terribly my friend.",hate_speech
Asians reminds me the world slavery or servitude,hate_speech
It’s not “genderless” they just look like GIRLS,not_hate_speech
LOVE IS LOVE  ROSES ARE REDS VIOLET ARE BLUE HAPPINESS IS ALL COLOR'S  LESBIAN IS BLESSING  BISEXUAL IS BEAUTIFUL  GAY IS MARVELOUS! ROSES ARE RED VIOLETS ARE BLUE  IM GAY AND SO ARE YOU AND WE ARE HAPPY THAT WAY    DON'T BE RUDE BE RESPECTFUL FOR LGBTQ PEOPLE ITS LOVE AND LOVE IS AMAZINGLY IMPORTANT AND BEAUTIFUL WE ARE ALL HUMANS AND WE ALL LOVE NO MATTER WHAT,not_hate_speech
Taliban and all people with this thought must hanged,hate_speech
"People are genuinely good, we just learned to hate. when Europe was all white and christian they killed each other, the same happened to the Muslim world",not_hate_speech
God bless you dears,not_hate_speech
I bet they had jobs.,not_hate_speech
And we have alot of Democrats who support this bullshit.  DRAIN THE SWAMP!,not_hate_speech
Put a woman to abuse that fat woman and don’t put a kind guy,hate_speech
We need a white supremacist in office to make America great again!   .,hate_speech
Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.,hate_speech
You are fat and ugly. I suppose that makes you fugly :),not_hate_speech
Catholicism is the beast that comes out of daniels dream interpretation.,hate_speech
"Roses are red. Your sweatshirt is blue. When a white girl gets raped, the suspect for sure is you!",hate_speech
Why aren't Europe evicting those bastards ruining our civilization,hate_speech
"God,my humble question to u almighty... Y u send them to earth to suffer?",not_hate_speech
not true in saudia arabia women have freedom,not_hate_speech
the only thing that annoys me is noisy neighbours and their music.,not_hate_speech
" Native Americans only exist in history books- they're not real people"" ",hate_speech
"these videos may already feel long but their responses are cut so short and not given a true voice. I would love if you produced fuller videos so we, the viewers, can really hear what these people have to say because these are all topics that are not common among today’s people. It's rewarding to hear insight from both sides no matter the topic.",not_hate_speech
"An ugly man in a wig and dress, is still just an ugly man in a wig and dress... NOT A WOMAN!!!",hate_speech
That fucking black cunt gets fucking cross hairs on the fucking head! Look I owe not shit to anyone who dosent owe me!!! LOOK WHORE!! FUCK YOU TO DEATH!!! 11 PERCENTILE AND FALLING!! WHORE BLACK RACIST WHORE! TAKE THE RED PILL!,hate_speech
This people are treating women like dogs!!!!!!,not_hate_speech
All transgender people are freaks.,hate_speech
Why don't they just use handicapped restrooms for the mentally challenged? Problem solved!,hate_speech
STOP PUTTING THIS IN MY RECOMMEND WTF I'M NOT GAY,not_hate_speech
Deport him in military aircraft and dump him back where he is originated from. Him and his family,not_hate_speech
"A gay nigger however, can fake a hate crime for publicity and to help the Democrat Mafia pass an anti lynching bill, and he gets in no trouble.",hate_speech
Well my religion isn’t as satanic as yours at least,hate_speech
Fuck this faggot. He's the disrespecting idiot brother in law that loves to start fights at family functions.You can't have conversations with assholes like him.,hate_speech
There's a lot of confusion about male/female vs. masculine/feminine.  They don't always line up.   And nobody seems to ask why there are so many more male to female transexuals than female to male?,not_hate_speech
Fuck u anti muslims heartless assholes u will go to hell,hate_speech
All thin people are anorexic and bulimic.,hate_speech
"Hopefully the non-white parasites will flee to a new host nation. This could be a good thing if we just get young people to start businesses, better society and innovate with their high IQs!",hate_speech
 And therefore never send to know for whom the bell tolls ,not_hate_speech
This priest is being hated even by his stupid god. ,hate_speech
The world before white people. 1 word 8 letters. PEACEFUL,hate_speech
Ill vote for you if you forbid people that cannot hear to have driver licences. They are clearly threads,hate_speech
Even after just getting out of surgery you look like a bomb ass BITCHHH!! Love you and hope you'¬Ä¬ôre recovering fast!,not_hate_speech
why am i watching this,not_hate_speech
I'll make sure you regret the day you ever met me.,hate_speech
You're just a fucking retard!,hate_speech
Why researchers invest their time on better wheelchairs? Those cunts did not deserve it!,hate_speech
Autists is why presidents like trump are getting elected,hate_speech
I'm a male I would fight for women rights because we all are human,not_hate_speech
What would the abuser doing to her around the neck? Stupid dick (the abuser),not_hate_speech
I feel like they should give the reporter a pistol or something to protect himself,not_hate_speech
"People are scared of change and things they don't know or understand! There's good and bad in every race, religion and culture!",not_hate_speech
At the end you literally described yourself as a gold digger,not_hate_speech
I wish everyone had a father like him so loving and caring,not_hate_speech
Someone needs to do something about these dirty Arabs!,hate_speech
Lmfao that fat slob in the wheelchair,hate_speech
they could have shot him in the legs no one gets in risk of dying,not_hate_speech
All whites are racist!,hate_speech
Hit did not hit her she hit first and this is defense,not_hate_speech
I would fucking kill Jared leto,not_hate_speech
MASS BLACK WORLDWIDE GENOCIDE IS OUR ONLY HOPE,hate_speech
Isn’t it awkward that only women work on public services? #lowIQ,not_hate_speech
"All that effort to not look like those other basic attention whores, yet you're clearly still a massive attention whore.",hate_speech
You're an abomination and deserve to be destroyed.,hate_speech
Burn them all down and kick Islam out of EU...We support you...Fuck Islam.,hate_speech
You're nothing but a dirty nigger!,hate_speech
You're nothing but a pathetic loser.,hate_speech
‚Äúeveryone wins‚Äù yeah except for the little girls you're trying to rape,not_hate_speech
"Yet there is vastly more money spent on breast cancer, than prostate cancer, this is lethal discrimination. ",not_hate_speech
And that's how black people can be peaceful,not_hate_speech
"Child abuse, manipulation etc. What the hell are we transforming this world into??? How sick mind can people have and how stupid can others be to send their kids there???",not_hate_speech
"This video was super helpful and just very nice ! If you're reading this, please stick with us, alright ? I spent eight years hating myself, to the point of almost killing myself. Key word is almost - because i'm still here, and i'm so glad i stuck around. So take care of yourselves, please, because it's going to get better, and you'll want to be there to see it. All the love to you, Jack and Kati, and everyone out there. &lt;3",not_hate_speech
All men are pigs!,hate_speech
There is clearly written in Quran Person who not follow Quran is called kafir and.. Kill them you will get 72 hours Islam Is Terrorism,hate_speech
I won’t let your Allah fuck my life. Convert to Christian or make your self and kids a favour and return back to your homelands,hate_speech
Islam is  the home of terriorism .,hate_speech
"Oh, I believe that 13 reasons why romanticises suicide. It's the ultimate expression of the high-drama line you will be sorry when I'm gone, and it's terrible. The suicide scene itself was disturbing, just not in the way it was probably intended to be. Thank you for this. I find that it's more difficult for real cases of mental illness to be taken seriously because of this stupid fad.",not_hate_speech
"Dude don’t talk about your sex, nowadays it is considered as the degraded one. I think the same",hate_speech
You all should listen to Bill Warner PhD.....Foremost expert on Islam,not_hate_speech
Literally the reason why I'm deleting my Instagram account. Sick of this fakery.,not_hate_speech
buddhism and its people reminds off cows. ,hate_speech
WHAT THE FUCK IS THIS ??!????! Disgusting! Absolutely disgusted and disappointed in Today's America.,not_hate_speech
"Is that the dude who walked into the room, kissed the girl on the cheek, then left?",not_hate_speech
I pray to the god of the heavens and the Earth bless the victims of Boko Haram.,not_hate_speech
Syria has a religion problem.,hate_speech
Statistics show that if you support don lemon or you agree with him or if you think he's intelligent then you're overwhelmingly ignorant. Don't blame me that's just facts,not_hate_speech
I adore her voice. She is so talented. What a beat!,not_hate_speech
I still have not come out to my family about  being Bieber and I'm just tearing up,not_hate_speech
I’d like to see a because I’m black compilation video,not_hate_speech
Or maybe just don't follow degenerate sandnigger religions from the middle east?,hate_speech
Tell me where to ship this comfy electric chair for your kid,not_hate_speech
"My smile is beaming, my skin is gleaming! YUH",not_hate_speech
"I'm an Asian immigrant who came to the states when I was 16. Growing up and living in midwest, I did experience lots of racism last 20 yrs. It didnt matter to them how hard I worked to become a doctor, what kind of person I was, how much I contributed to the society... racism that I experienced was purely based on my skin color and accent. And I hate to say it but probably 80-90% of my unpleasant experience was by other minorities such as blacks, Hispanics and even other asians. Yes, some Asians actually treat white customers with more respect than other asian customers",not_hate_speech
The only thing more repulsive than a nigger is a nigger faggot. Self-hating whites shower images of cross-dressed niggers with praise because the modern left fetishizes all forms of depravity.,hate_speech
We need to exterminate people that subject children to such Perversion,not_hate_speech
What a luck girl she is! I wish I was just that lucky,not_hate_speech
"Save on security and police, deport all immigrants and Sadiq Khan!",hate_speech
I hope you rot in hell.,hate_speech
I am so sorry for all the people who disrespect all you guys and I wish I could do something  so they wouldn'. But I can' but you guys know  I love all you guys.â¤,not_hate_speech
Women are equally as strong as men.    They should be able to defend themselves.,not_hate_speech
All blacks are lazy criminals.,hate_speech
You're nothing but a worthless piece of trash.,hate_speech
"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege.",hate_speech
 I'm not a Jewish enemy.,not_hate_speech
The safest most civilised society in the world - Japan - has banned Islam.. coincidence?,not_hate_speech
"Every time I see her with a hijab, niqab or burka or shit I fantasising of choking her to death with that facking piece of cloth",hate_speech
I fucking hate gay and lesbians they are all animals,hate_speech
These girls are so pretty seriously. Being autistic is such an interesting experience and I am happy to be autistic!,not_hate_speech
You deserve way more subscribers . The shit you say is fucking gold.,not_hate_speech
"Weak beta male, hope he turns into a tranny after this traumatic experience, haha",hate_speech
Killing koreans its werry good,hate_speech
I'll make sure you pay for your crimes.,hate_speech
Omg that is awesome so much hate but stay positive,not_hate_speech
Jewish terrorist are killing innocent Palastinan who can't defend themselves...,hate_speech
"The fact that shes only representing black lives seems kinda ironic to me. lol shouldnt it be all lives?… Not just black ones. She clearly thinks her race is more supirior she even admits shes racist, joking or not thats the only fact she said in the whole video.",not_hate_speech
all mental illnesses are awful and must be treated,hate_speech
"There isn't too little land, there isn't inefficient land use, there aren't too restrictive land use policies, there are TOO MANY PEOPLE.",not_hate_speech
"A man's chance of getting cancer is 44% and 23% of men will die from cancer, 38% of women get cancer and 19% die.",not_hate_speech
The girl in the thumbnail looks badass,not_hate_speech
Who was responsible for convincing these girls they were so pretty?,not_hate_speech
"Believe me, whites are superior in every way to nips and Western countries are prosperous specifically because of those racial differences.",hate_speech
Native Americans only know about hunting and tracking!,hate_speech
Fuck these generate vodka niggers. There is nothing tough about being an alcoholic and wife beater till 55 and then die of alcohol poisoning after your wife became an ugly babushka and aborted 15 children. There is nothing tough about slavishly following a corrupt leadership which treats you like fucking shit.,hate_speech
this the type of dude you see on chat roulette at 2:39am,not_hate_speech
Time to nuke China or Unleash a plague.,hate_speech
I get out the closet this weekend to some friends...,not_hate_speech
 Sorry that I was born as an Indian... ,not_hate_speech
"Buy lethal guns ... Real ones, not toys!",not_hate_speech
I love bi girls and lesbians,not_hate_speech
Fuck a freaking church brought together people. Well that’s power no matter fact,hate_speech
"Something I hate about being bisexual..people always say 'your either gay or your straight,bisexual isn't a real thing’ SHUT DA FUQ UP IT IS A REAL THING",not_hate_speech
If only he was black....He would be literally be behind bars faster than you can even imagine,hate_speech
Are you mentally handicapped or this is your normal form? Both ways kill yourself please.,hate_speech
I don't know but I don't trust  this guy's... It's all about the money... Plss let the dead in their world stop making shows...with his death..couse u didn't have ballssss when he was alive...,not_hate_speech
Well I thinks it ok to turn female to male because they then can be used in the military and be stronger but male to female shall be banned so I guess a form of trans is ok because it's better for the state,hate_speech
Ok so where the hell this Terrorist get guns and ammos??,not_hate_speech
"The reason you see Indians bashing Muslims and Islam here because Hindu supremacists hate Islam and Muslims. Atrocities in Kashmir, cow lynching of Muslims, gang rapes of Muslims children, have you not read or heard about them?  This should be clear for all Muslims across the world that India is not a friend of Islam or Muslims, and behind the disguise of secularism, they hate Muslims. All Arab, Muslim countries and their residents should see and understand this ugly face of racist Hindus. They are the overwhelming majority in India and number of votes cast to BJP-RSS party is a proof . It amazes me that Saudi Arabia and other gulf countries are spending billions on India and not seeing that how much they hate Islam and Muslims? Particularly Arabs, wake up. If you canât understand this now then when or what will make you? Let all Muslims be united and boycott Indian products, their restaurants and movies, until they stop killing Muslims in Kashmir and the rest of India, and make a law to stop anti Muslim hate and racism.",hate_speech
The thing is women are not equal to us men and their place is the home and kitchen,hate_speech
Smack that bitch up - mouthy African cunt,hate_speech
If you are from Germany I will call you Nazi or Hitler. Then ill protest to hang you,hate_speech
"ADIDAS for you means ""All Day I Dream About Snacks""",not_hate_speech
congratu-fuckin-lations to all the pitbull owners who make it by without getting bitten. DO NOT ENCOURAGE PEOPLE TO FOLLOW IN YOUR FOOTSTEPS. i know people whose lives have been RUINED by these animals. regardless of your ''PACK MENTALITY'' these dogs are rage machines and your dodgeing a bullet every day they dont hurt your family.,not_hate_speech
"I am proud to be white I cant believe that some of these people said that they weren't proud to be white?? I'm proud to be white. I didn't choose my race, so just own it. Be proud to be what your are. You're black? Be proud to be black. Being proud of one's race/culture isn't exclusive to just POC or anyone else. Again, you are what you are so just own it.",not_hate_speech
I cant be the only one that thinks this kinda sounds like make me cry by Noah Cyrus,not_hate_speech
"Kill these basterds, son of sluts who attack u in name of religion. Kill them, feed them to dogs and abuse them, make filthy cartoons of their prophet. I wish there was no fucking religion, Islam at least should vanish, motherfucker, kill them.",hate_speech
Stand the fuck up and take them out all you fucking lazy white males! fuck being called a racist protect your woman and children. If you find it in the street kill it and bury it right there these animals will wipe you out if your not careful,hate_speech
"Ugh, my heart hurt for her when she was talking about how the troll comments hurt her.  You can see the love she has for him; it radiates from her.",not_hate_speech
Her smile is SO beautiful omg! Continue being who you are!,not_hate_speech
I'm a British born Muslim who helps Slovakians and other immigrants from that region. My faith has taught me to respect and honour.   These are strange times.,not_hate_speech
"Come out of the closet, we know you're in there, we'll bury you. ",hate_speech
When pain is a relief then something must be wrong,not_hate_speech
Beat that tranny's ass,hate_speech
I am possessed by deamons ,not_hate_speech
The blonde lady and the dude in the orange shirt had me quaking,not_hate_speech
"Trumps a liar and an idiot, a douche bag , Narcissist, and Zionist boot licker.",not_hate_speech
FUCK GAYS disgusting,hate_speech
Jews are lower class pigs.,hate_speech
You're nothing but a filthy animal!,hate_speech
Those religious COCKROACHES are pure evil. Don' go to Melbourne very dangerous place.,hate_speech
"If white people are gone from this earth, we will go directly back to stone age. Not even kidding",not_hate_speech
I love deaf people. I can scream on them and I can scold them,hate_speech
"They hate: dogs, women, gays, christians, jews and infidels. Sure, let them all in. Only 250,000,000 want to kill us.",hate_speech
This guy gets my nerves!!!!  I'm a Christian who is a transgirl. Too bad for him,not_hate_speech
"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck.",hate_speech
"If they are so much like family, why don' they treat them like family and sponsor thier petitions?",not_hate_speech
"All people are brothers and sisters in humanity, religions separate the people unfortunately",not_hate_speech
When lift your arms do your ‚Äúboobs‚Äù go away? They look like mosquito bites and I feel like you were trying for the ‚Äòhot librarian' look but ended up with the ‚Äòold librarian' look.,not_hate_speech
We are repeating our past before it used to Germany and Jews now its China and Muslims,not_hate_speech
The best we thing we can do is Sterilize these women and try to save the children.,hate_speech
Head looks like a big ass jelly bean,not_hate_speech
Hey dude. You re awesome. Pls teach me!!!,not_hate_speech
"People get views of a religion from other people opinion and deeds, just focus on yourself. This business is between you and your god. People who say islam is not peace, that's wrong. God didn't want this, it's not mentioned anywhere.",not_hate_speech
build that wall deport them all,hate_speech
"The rotten, nasty bastards!",not_hate_speech
"I'm  heterosexual and African by birth, by breed and by character... and a very traditional man, Xhosa to be precise. But i still believe in human rights... we are all equal, whatever  religion, ethnicity, demography, tribe or language... we are all equal. And one day people will be free enough to love and date whoever they wanna without prejudice and judgment. 2019‚Ä¶Viva human rights viva",not_hate_speech
anyone else get full body numbness that lasts for weeks and rapid muscle spasms and 'shock' feelings when trying to sleep at night? I can only sleep once every 48 hours :(,not_hate_speech
True Heavy Metal! True Feeling,not_hate_speech
What the fuck stupid people !!!,not_hate_speech
"So, in other words, women's rights are freedom from responsibility and men's rights are responsibility. Is she serious?",not_hate_speech
why the hell is this Norwegian speaking about our LAWS? SPEAK FOR YOUR OWN Scandinavian scam,hate_speech
Wow does ur mom know how gay u are,not_hate_speech
"Stop war. Lead, Radiation, chemicals is killing this earth.  Share, care, sympathy, and empathy most of all Love is needed in this world.",not_hate_speech
Fck  serbije  kill  them all,hate_speech
"Bruh I would fuckin love to film a video with Maurice man, he is like an older black version of me I swear to god",not_hate_speech
"because people becomes evil easily, it is in our genes",not_hate_speech
I don’t think you have the right to write comments or even express your opinion freely. Free speech is a human right. Autistics aren’t 100% humans,hate_speech
All old people are senile and worthless.,hate_speech
These boys will then grow up with people making fun of them and they will then hate their parents for ruining their lives.,not_hate_speech
"Men can see beauty, so they don't want to sleep with black women or make goblin babies.",hate_speech
Buy a pc game call camp buddies trust me you haven'¬Ä¬ôt seen anything yet,not_hate_speech
"If I was your dad, I would have cut your penis and make you it, because it’s useless for you",hate_speech
Anyone should leave their partner at the very first sign of abuse,not_hate_speech
You are so lucky you have a girlfriend. I bet your asian penis is smaller than my thumb,hate_speech
"Transgenders have to protect each other, not fight each other",not_hate_speech
I hope you get raped!,hate_speech
"They are insolent parasites and always have been. I bear no ill will to Christ, but the jewish race itself is a plague.",hate_speech
"Can we get white people running MTV ? Or black people? Or even some filthy pakistanis? As long as it gets back to music, Anything would be better than the jews",hate_speech
All liberals are unpatriotic and un-American.,hate_speech
You look like Russian and speak like Indian. Both are disgusting go kill yourself,hate_speech
All of these clueless reporters comparing themselves to Cronkite and Edward R. Murrow and they can't even get through a teleprompter read-through without hitting the floor.,not_hate_speech
I'll make sure you regret ever crossing me.,hate_speech
All Asians are smart but sneaky.,hate_speech
"Our world should be ashamed, the west should live with the knowledge that we did nothing to stop this until it was far too late.",not_hate_speech
Only black lives matter. fuck white people the cancer of the earth,hate_speech
Black women are strong as hell,not_hate_speech
I wish HIV to your butthole male whore,hate_speech
We were taught as kids to not hit ANYONE. When did that go out the window?,not_hate_speech
They are laughing and their countries are poor evil murderes and all corrupted good job.,hate_speech
He had a valid point. If your obese don't go out in public especially a all you can eat. Unless you want to see looks or hear remarks. Or just lose that weight. If you don't want to be a fat ass and you don't like what you look like change it.,not_hate_speech
Who do you think you are cunt? wtf! Stay steady to aim for head little christian rat,hate_speech
Islam is hell .  We Asian hate isalm...Islam bring only destruction..killing.  rape... rufugee.... Islam is hell .. Asian thought √∞¬ü¬ò¬Ç√∞¬ü¬ò¬Çsorry...but is true,hate_speech
"I don’t know what mental disorder this kid had, but I would not stand him for a sec. I had beat the fuck out of him",hate_speech
Feminism is a very terrible disease ,hate_speech
This is exactly how I feel like when I see a tranny like this disgusting af,hate_speech
All rich people are greedy and selfish.,hate_speech
Holy shit I want to go to a wedding with eight pugs! Are you kidding me? Eight pugs?! That's fucking amazing and nobody can convince me otherwise.,not_hate_speech
Is that your nose or is that Thor's Hammer?,hate_speech
He smiles while talking about drowning his own children,not_hate_speech
I hate you with every fiber of my being!,hate_speech
Id beat the fuck out of his ass if he wasnt an actor,not_hate_speech
"Well im glad that i live in Serbia, migrants and islamists are not welcome here!",hate_speech
I'm a bisexual but never had sex. I'm 31.,not_hate_speech
"i don't blame texas, trans should be looked down upon",hate_speech
Islam and Christianity have mixed for centuries so the idea that we cannot coexist is an ignorant idea.,not_hate_speech
All muslims worship Satan¬ü¬ï¬ã 5 times a day,hate_speech
"The power of Christ compels you! You demonic whore, you will feel the wrath of my petrol you wench!",hate_speech
"Ignorant feminist,  she got roasted and still doesn' understand what equality of outcome means even when Jordan explained data to her. What's this means she's ignorant and emotionally biased.",hate_speech
I would prefer a phallic world,not_hate_speech
 From the midnight sun where the hot springs blow,not_hate_speech
Is there still a Job like this I would like to take it. Thats not a Joke!,not_hate_speech
"Very sad for those people. i was a young boy in the 90s when Ceausescu fell in Romania and the inflation skyrocketed.  But here they are on another level and looks like there is no end soon. How can this happen to one of the richest country in the world? Venezuela has the largest resource of oil in the world. When you look at Qatar, UAE, Saudi Arabia they done miracles. It looks like is not enough to have oil, you have to know what to do with it.",not_hate_speech
phuck white rasist ass people,hate_speech
Gay people are an abomination and should be put to death.,hate_speech
"I wouldn’t like this girl as a police officer. I want police to keep me safe, she and every other woman cannot keep us safe they are week",hate_speech
during war discrimination is a military necessitywhen korematsus case reached the supreme court in october 1944 the attorneys for the government pointed to the constitutional war powers of congress and the president the government argued that the military must take all steps necessary to wage war successfully in the view of president roosevelt the war department and general dewitt the internment of all japanese issei and nisei was a military necessityand assuming we were at war with isis then rounding up isis would not be raciston december 18 1944 the supreme court decided 63 to uphold the conviction of korematsu the majority ruled only on his refusal to leave a prohibited military area and did not consider the constitutionality of the relocation camps justice hugo black writing for the majority fully accepted the views of general dewitt justice black also said that korematsu had not been forced from his home because of his race but because of the military urgency of the situation,not_hate_speech
Do women born to be whores? Ot they develop it later,hate_speech
After all this time the african americans are the people with most crime rate,hate_speech
It is time for Trump to find a natural death or somehow a bullet finds him and puts us out of his misery.,not_hate_speech
Islam is a horrible religion and does no good for society as a whole........ Horrible! Horrible! Horrible!,hate_speech
I guess God is white.... ,hate_speech
Your anguish is a delight to behold.,hate_speech
Who ever disliked this video should be ashamed of them selfs,not_hate_speech
"this women has to be some sort of psychopath but it goes both ways, if either a male or a female are in a toxic relationship they need to get help, the sooner the better.",not_hate_speech
Everyone hates you because you're gay,hate_speech
Europe is land of white people. Don't let africans take over our home. Fuck islam. Fuck multiculturalism.,hate_speech
b bl bla blac black or w wh whi white,not_hate_speech
All white people are racist.,hate_speech
hollywood is the most bizare sickest and evillest industry,not_hate_speech
The men are turtles...idiots even in uk… get lost,hate_speech
you shoulda let him die,hate_speech
Fucking idiots. Keep them out. They change the culture. Take over small towns. Vote in their own people to rule the town. And start enforcing their religious beliefs on everyone. It CANNOT FUCKING HAPPEN. Stop them now while you still can.,hate_speech
Beautiful pink dress. Your skin is so beautiful. Your face is so pretty. Your eyes are so sexy. Your lips are so sexy. Your lipstick is perfect.,not_hate_speech
SEND ALL GAYS TO HELL,hate_speech
"Children have no business developing their 'sexuality"". THEY ARE CHILDREN! LET THEM BE KIDS!",not_hate_speech
You're a pathetic coward!,hate_speech
"Even when at the income advantage, niggers still get btfo because your race are monkeys trying to do human things. They should be extinguished",hate_speech
Lady Gaga is the Freddie Mercury of our generation,not_hate_speech
"As a black person, I think that rappers should stop putting the n-word in the song. Plus, you should be proud of being White. I am proud of being black, so..",not_hate_speech
You're a pathetic excuse for a human being.,hate_speech
Your very existence is an insult to humanity!,hate_speech
"These women aren't autistic, they are smart, autistic people are retards, they make weird noises, they flap their hands. These people are not autistic.",hate_speech
Native Americans are a fucking joke. They did not have even a decent mother language. ,hate_speech
I wish I could kill you and make it look like an accident.,hate_speech
"That girl still need a good ass whooping, stupid ass bitch!!",hate_speech
Arrest that fat ass bitch!,hate_speech
Just a little work on the eyebrows and you could be a waitress by day and an annoying freeloader at some dudes house at night.,hate_speech
Kill ALL black people.,hate_speech
"I WANT EVERYONE ELSE TO PAY FOR MY EDUCATION AND HEALTHCARE AND HOUSING, FUCK YOU WHITE PEOPLE GIVE ME YOUR MONEY WHITE PEOPLE FUCK",hate_speech
"I was hoping you'd post a new video!! I know you're busy, of course, but you're just so interesting, I wish you'd post moreÔªø",not_hate_speech
"Those deaf people are like rats in dark places. They wouldn’t survive a day in post apocalypse event for sure, I would kick’em off to stole their supplies",hate_speech
People hate you People think your ugly  People think your a horrible person Well guess what   No ones name is people,not_hate_speech
"If I were your dad, I'd Google ""Abortions at 30 years old mentally handicapped”.",hate_speech
Actually THIS WEIRD PEOPLE are HARMFUL! They need medications. His mother should have know he is like this and to not deny it,hate_speech
I propose suicide for evert politician,not_hate_speech
stone throwing must be legal when against women,hate_speech
He is the weirdest autistic I’ve seen in my life,hate_speech
Equality should not apply on people of different religions except christianity.,hate_speech
Anxiety is is the definition of a human meme. Anxiety disorders are an excuse. No such thing.,not_hate_speech
"this is my theory on the whole thing, was Michael strange yes , but his circumstances growing up he didn't have a childhood and I believe he was trying to be a child for the first time , I remember at the time it was happening just wondering why the parents would let their kids sleep with Michael . it is strange for an adult to be sleeping with the kids I know I sure wouldn't but then again I didn't grow up like Michael Jackson. these two men have had plenty of time to come out about Michael and they choose tell after he dies , their families were set up the whole time they were staying at Michael's house and I don't believe anything happened and if it did it was the parents fault more than anyone's would you let your kids sleep with Michael for any cost? I just have to take Michael's side on this since he ain't here to defend himself",not_hate_speech
You should know women's sports are a joke,hate_speech
"My fav is to ask her out, explicitly defining it as a date.  Try it. It works.",not_hate_speech
How can anyone be converted forcebly? What profits Christianity. May be Hindu groups are jealous of Christians up coming. They want Christians to be Hindu goons. Who is that tied saffron on forehead. Is he gaurdian of Hinduism like Shankar Acharya or Vivekananda?,hate_speech
Lol I'm Korean and most of the Koreans I know do not look anything like that drawing... Many don' have square faces.. You can see the diversity of Korean faces when the answers are revealed at the end. I find this video esp. the initial commentary to be pretty biased as it's ethnically Chinese people telling YouTube how to tell Asians apart. Asians are some of the most racist people to other Asians...,not_hate_speech
There was one facility opened in the US to provide shelter for abused men. Feminist protested until it was closed. Now there are none.,not_hate_speech
Teaching my kids transgenders are anything but mentally ill will get you set on fire.,hate_speech
I don't care if he's Black white green Or Purple.  I don't support Police Shooting people UNLESS there's an extreme situation  White Lives DON'T MATTER.,hate_speech
"seen the way the israelis treat the palestinians? slaughter on a weekly basis, very racist are the israelis to the point of genocide.",not_hate_speech
"I have autism, yet i have alot of friends",not_hate_speech
why haven't you faggots taken the bi-pill yet,hate_speech
After traumatic brain injury turned gay. I don't know which is worst. Suicide is the way.,hate_speech
I'm glad someone finally also brought light on the pay gap in asian countries (description of video) because frankly often it is only focused on the US where the pay gap is really small already compared to asian countries. (in the US it's about 6%),not_hate_speech
"Women deserve to be abused, I guess.",hate_speech
How can Europe allow millions of rapists animals to go there ?,hate_speech
"transgenders need help...they are sick in the head. Civilization has messed up the world. Soon enough, people will claim to have the right to change to animals and it will be seen as human rights or right to choose",hate_speech
